1,372.88492
2,371.4236
3,369.8052
4,368.06485
5,366.2312
6,364.32947
7,362.39185
8,360.43146
9,358.46545
10,356.49976
11,354.5368
12,352.5771
13,350.62152
14,348.67023
15,346.7234
16,344.78073
17,342.842
18,340.9167
19,339.00378
20,337.10208
21,335.21057
22,333.3281
23,331.4539
24,329.5871
25,327.72696
26,325.87286
27,324.0241
28,322.18024
29,320.34085
30,318.5053
31,316.67337
32,314.84457
33,313.01572
34,311.19244
35,309.37173
36,307.55313
37,305.7364
38,303.92133
39,302.10776
40,300.29556
41,298.48456
42,296.6748
43,294.8664
44,293.05865
45,291.2516
46,289.44525
47,287.6394
48,285.8342
49,284.02954
50,282.22528
51,280.42145
52,278.61804
53,276.8151
54,275.01242
55,273.21
56,271.40778
57,269.6058
58,267.8042
59,266.00275
60,264.20135
61,262.4001
62,260.59894
63,258.79788
64,257.00555
65,255.2224
66,253.44751
67,251.68011
68,249.9194
69,248.16473
70,246.41585
71,244.67172
72,242.932
73,241.19621
74,239.46986
75,237.75616
76,236.05412
77,234.36218
78,232.6794
79,231.00482
80,229.33774
81,227.67764
82,226.02345
83,224.37465
84,222.73068
85,221.09106
86,219.45541
87,217.82362
88,216.19493
89,214.57219
90,212.9617
91,211.36229
92,209.77278
93,208.1925
94,206.62018
95,205.05501
96,203.49635
97,201.94351
98,200.39632
99,198.85373
100,197.31534
101,195.78076
102,194.24957
103,192.72192
104,191.19687
105,189.67427
106,188.15392
107,186.63551
108,185.12866
109,183.63289
110,182.14653
111,180.66876
112,179.19873
113,177.73569
114,176.27933
115,174.82848
116,173.38263
117,171.94142
118,170.51477
119,169.10066
120,167.69781
121,166.30524
122,164.92183
123,163.54678
124,162.17966
125,160.81912
126,159.46452
127,158.11534
128,156.7716
129,155.43207
130,154.09636
131,152.76419
132,151.43518
133,150.10901
134,148.79234
135,147.48808
136,146.19391
137,144.90894
138,143.63234
139,142.36331
140,141.10114
141,139.84517
142,138.59474
143,137.34985
144,136.10931
145,134.87271
146,133.64046
147,132.41118
148,131.18468
149,129.96075
150,128.73914
151,127.52034
152,126.30319
153,125.08763
154,123.87354
155,122.66156
156,121.45053
157,120.240456
158,119.031296
159,117.82381
160,116.617
161,115.43616
162,114.28145
163,113.10368
164,111.92843
165,110.80792
166,109.73694
167,108.69119
168,107.635605
169,106.57408
170,105.5328
171,104.50829
172,103.51324
173,102.47817
174,101.40459
175,100.38559
176,99.377426
177,98.37997
178,97.36612
179,96.38571
180,95.38766
181,94.421524
182,93.46257
183,92.48381
184,91.48639
185,90.51929
186,89.58826
187,88.6693
188,87.76245
189,86.84236
190,85.908714
191,85.00675
192,84.09144
193,83.160255
194,82.20813
195,81.248825
196,80.306
197,79.36054
198,78.416245
199,77.52367
200,76.68241
201,75.89651
202,75.16988
203,74.50071
204,73.89336
205,73.296906
206,72.71596
207,72.10724
208,71.44878
209,70.75597
210,70.01296
211,69.28661
212,68.57858
213,67.93651
214,67.33261
215,66.69004
216,65.988464
217,65.28299
218,64.58276
219,63.86828
220,63.187202
221,62.49327
222,61.766212
223,61.06028
224,60.35299
225,59.618465
226,58.916534
227,58.2005
228,57.46684
229,56.765923
230,56.095818
231,55.430565
232,54.748207
233,54.045277
234,53.37068
235,52.721214
236,52.052975
237,51.36209
238,50.658684
239,49.95694
240,49.304565
241,48.716526
242,48.13202
243,47.55799
244,46.982918
245,46.402313
246,45.813404
247,45.23998
248,44.660297
249,44.090446
250,43.53003
251,42.978474
252,42.416786
253,41.845978
254,41.282333
255,40.854515
256,40.43447
257,40.021847
258,39.614723
259,39.219654
260,38.78781
261,38.38558
262,37.962845
263,37.529625
264,37.118477
265,36.75162
266,36.3814
267,35.99826
268,35.60121
269,35.244175
270,34.901344
